               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.039917,            0.011551,                   0,             0.98861,             0.93333,              0.9813,             0.56936,            0.032438,           0.0046343,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.037513,            0.010284,                   0,             0.87724,             0.93333,             0.94634,              0.4074,            0.034878,           0.0044253,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.038712,            0.010257,                   0,             0.97702,             0.94494,             0.98402,             0.63409,            0.031092,           0.0042392,                   0,            0.008317,            0.008317,            0.008317
                  19,            0.036098,           0.0099964,                   0,                   1,             0.97489,             0.98906,             0.51351,            0.033776,           0.0041144,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.035458,           0.0093055,                   0,             0.99151,             0.97778,             0.99079,             0.59111,            0.026562,           0.0039759,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.035633,           0.0097256,                   0,              0.9947,             0.97778,             0.99415,             0.57138,            0.030406,           0.0038429,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.034816,           0.0085411,                   0,             0.99372,             0.97778,             0.99107,             0.49393,            0.028961,           0.0039481,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.035201,            0.009027,                   0,             0.97274,             0.97778,             0.99331,             0.57378,            0.030036,           0.0038963,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.032971,           0.0089112,                   0,             0.99063,             0.95556,             0.98748,             0.62546,            0.028548,           0.0037968,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.033826,           0.0091344,                   0,             0.99972,             0.97778,             0.99107,             0.58945,            0.026516,           0.0037501,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.032186,           0.0090655,                   0,                   1,             0.97588,             0.99136,             0.53398,            0.033732,           0.0036676,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.032851,           0.0076297,                   0,             0.99807,             0.97778,             0.99136,             0.67148,            0.023596,           0.0035894,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.030131,           0.0082518,                   0,             0.97325,                   1,             0.99457,             0.60043,            0.027351,            0.003501,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.032564,           0.0087106,                   0,               0.997,                   1,               0.995,             0.54924,            0.029712,           0.0035835,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.029352,           0.0080812,                   0,                   1,              0.9969,               0.995,             0.71546,            0.022968,           0.0035188,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.030018,           0.0076092,                   0,             0.97826,             0.99982,             0.99457,             0.66255,            0.023204,           0.0035086,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.029936,           0.0073686,                   0,              0.9776,                   1,             0.99413,             0.68741,            0.021394,           0.0034348,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.029279,           0.0079345,                   0,                   1,             0.99577,               0.995,               0.732,            0.023484,           0.0032856,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.029342,           0.0069265,                   0,                   1,             0.99973,               0.995,             0.62196,            0.025908,           0.0033641,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.030599,           0.0070604,                   0,             0.99812,                   1,               0.995,             0.70432,            0.021883,           0.0033631,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.029106,           0.0076082,                   0,             0.99737,                   1,               0.995,             0.73188,            0.022777,           0.0032808,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.029552,           0.0078108,                   0,             0.99706,                   1,               0.995,               0.662,            0.022541,           0.0033305,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.028314,           0.0071624,                   0,             0.99766,                   1,               0.995,             0.74477,             0.01928,           0.0032196,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.027639,           0.0069669,                   0,             0.99647,                   1,               0.995,             0.69564,            0.019809,             0.00319,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.026698,           0.0067791,                   0,             0.99993,                   1,               0.995,             0.67686,            0.021891,           0.0032036,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.026861,           0.0069113,                   0,                   1,             0.99643,               0.995,             0.73132,            0.021151,           0.0031176,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.026642,           0.0072218,                   0,                   1,             0.99963,               0.995,             0.71696,            0.020676,            0.003116,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.026707,           0.0065271,                   0,              0.9972,                   1,               0.995,             0.68752,            0.022873,           0.0030939,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.026225,           0.0071045,                   0,             0.99279,                   1,               0.995,             0.71109,            0.021533,           0.0031341,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.026542,           0.0073596,                   0,              0.9944,                   1,               0.995,             0.71009,            0.021497,            0.003118,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.025335,           0.0066906,                   0,             0.99784,                   1,               0.995,             0.74972,            0.019039,           0.0030341,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.026178,            0.006527,                   0,             0.99706,                   1,               0.995,              0.7044,            0.021308,           0.0031575,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.025099,           0.0069621,                   0,             0.99785,                   1,               0.995,             0.74873,              0.0182,           0.0029544,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.023391,           0.0060288,                   0,             0.99739,                   1,               0.995,             0.75437,            0.017814,           0.0029724,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.024294,           0.0066165,                   0,             0.99805,                   1,               0.995,             0.75032,            0.019364,           0.0029658,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.025514,            0.006698,                   0,             0.99827,                   1,               0.995,             0.74422,            0.017966,           0.0029199,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.024498,           0.0057691,                   0,             0.99822,                   1,               0.995,             0.67898,            0.022281,           0.0029378,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.024199,            0.006456,                   0,             0.99874,                   1,               0.995,             0.73965,            0.018928,           0.0028648,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.023281,           0.0065431,                   0,             0.99925,                   1,               0.995,             0.78711,            0.017179,           0.0028073,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.023038,           0.0061363,                   0,             0.99852,                   1,               0.995,             0.78118,            0.015652,            0.002833,                   0,            0.004654,            0.004654,            0.004654
                  56,             0.02318,           0.0061898,                   0,             0.99829,                   1,               0.995,             0.76942,            0.016394,           0.0028211,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.023427,           0.0060927,                   0,             0.99854,                   1,               0.995,             0.80097,            0.016434,           0.0027544,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.024303,           0.0063967,                   0,             0.99826,                   1,               0.995,              0.7136,            0.019986,           0.0027777,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.022755,           0.0056298,                   0,             0.99826,                   1,               0.995,             0.77331,             0.01722,           0.0027778,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.022454,           0.0064599,                   0,             0.99844,                   1,               0.995,             0.79149,            0.016659,           0.0027783,                   0,            0.004159,            0.004159,            0.004159
                  61,             0.02228,           0.0063285,                   0,             0.99841,                   1,               0.995,              0.8029,            0.014687,           0.0027345,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.021388,           0.0057946,                   0,             0.99845,                   1,               0.995,              0.8015,             0.01544,           0.0027037,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.021087,           0.0057216,                   0,             0.99842,                   1,               0.995,             0.76464,            0.016366,           0.0027239,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.022333,           0.0063676,                   0,             0.99814,                   1,               0.995,             0.78758,            0.014719,           0.0027064,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.021253,           0.0059046,                   0,             0.99793,                   1,               0.995,             0.79486,            0.016112,           0.0027726,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.021535,           0.0060926,                   0,             0.99815,                   1,               0.995,             0.80859,             0.01492,           0.0027479,                   0,            0.003565,            0.003565,            0.003565
                  67,             0.02162,           0.0057877,                   0,             0.99815,                   1,               0.995,             0.80653,            0.015979,           0.0027525,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.021683,           0.0058917,                   0,             0.99838,                   1,               0.995,              0.8163,            0.014097,           0.0027297,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.019935,           0.0057065,                   0,             0.99806,                   1,               0.995,             0.80813,            0.014462,           0.0027169,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.020261,           0.0057996,                   0,             0.99798,                   1,               0.995,             0.80868,            0.014433,           0.0027135,                   0,            0.003169,            0.003169,            0.003169
                  71,              0.0189,           0.0058703,                   0,             0.99814,                   1,               0.995,             0.77775,            0.016729,           0.0027281,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.019625,            0.005559,                   0,             0.99834,                   1,               0.995,             0.80459,            0.014484,           0.0026309,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.020381,           0.0058699,                   0,             0.99839,                   1,               0.995,               0.799,            0.014073,           0.0026241,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.019492,            0.005938,                   0,             0.99854,                   1,               0.995,             0.82576,            0.013522,           0.0025557,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.019138,           0.0055572,                   0,             0.99852,                   1,               0.995,             0.81879,            0.014168,           0.0025388,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.018953,            0.005468,                   0,             0.99861,                   1,               0.995,             0.81822,            0.013691,           0.0026013,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.017492,           0.0051877,                   0,             0.99862,                   1,               0.995,             0.80833,            0.014418,           0.0025452,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.019249,           0.0056643,                   0,             0.99867,                   1,               0.995,              0.8183,             0.01275,           0.0024793,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.017935,           0.0055683,                   0,             0.99868,                   1,               0.995,             0.84069,            0.013624,           0.0025347,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.018244,           0.0058003,                   0,              0.9987,                   1,               0.995,             0.84245,            0.012623,           0.0024516,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.017998,            0.005316,                   0,             0.99887,                   1,               0.995,             0.83207,            0.013126,           0.0024409,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.017599,           0.0055512,                   0,             0.99893,                   1,               0.995,             0.82714,            0.012517,           0.0023848,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.018125,           0.0055509,                   0,             0.99881,                   1,               0.995,             0.84664,            0.012689,           0.0023504,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.017595,           0.0053387,                   0,             0.99865,                   1,               0.995,             0.85002,            0.012257,           0.0023499,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.018329,           0.0055072,                   0,             0.99876,                   1,               0.995,             0.86413,             0.01236,           0.0023662,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.017361,           0.0051561,                   0,             0.99864,                   1,               0.995,             0.85033,            0.012363,           0.0023808,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.016317,           0.0050579,                   0,             0.99848,                   1,               0.995,              0.8471,             0.01234,           0.0023754,                   0,            0.001486,            0.001486,            0.001486
                  88,             0.01726,           0.0055479,                   0,             0.99841,                   1,               0.995,             0.85351,            0.012357,           0.0023351,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.016042,           0.0050952,                   0,             0.99839,                   1,               0.995,             0.85731,            0.011538,            0.002318,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.016136,           0.0051166,                   0,             0.99851,                   1,               0.995,             0.86864,            0.011945,           0.0023224,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.016882,           0.0054966,                   0,             0.99867,                   1,               0.995,             0.86118,            0.012226,           0.0023223,                   0,             0.00109,             0.00109,             0.00109
                  92,             0.01672,           0.0049839,                   0,              0.9988,                   1,               0.995,             0.85384,            0.012434,           0.0023127,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.015757,           0.0054605,                   0,              0.9988,                   1,               0.995,             0.87193,            0.011554,           0.0023013,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.016461,           0.0050237,                   0,              0.9988,                   1,               0.995,             0.85527,            0.012087,           0.0023155,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.015825,            0.005248,                   0,             0.99862,                   1,               0.995,             0.85148,            0.012282,           0.0023182,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.016019,           0.0053415,                   0,             0.99857,                   1,               0.995,             0.85104,            0.011641,           0.0023153,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.016677,           0.0052168,                   0,             0.99867,                   1,               0.995,             0.86531,            0.011258,           0.0022987,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.015437,           0.0049473,                   0,              0.9987,                   1,               0.995,             0.86479,            0.011349,           0.0023061,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.015646,           0.0051947,                   0,              0.9987,                   1,               0.995,             0.86713,            0.011041,            0.002299,                   0,            0.000298,            0.000298,            0.000298
